uuid|season|g_type|date|team1|team2|year|month|day|t1_loc|t1_sea_g_played|t1_sea_g_played_h|t1_sea_g_played_a|t1_rest_day|t1_b2b|t2_loc|t2_sea_g_played|t2_sea_g_played_h|t2_sea_g_played_a|t2_rest_day|t2_b2b|league
2120|201415|2|2015-02-20|ATL|TOR|2015|2|5|Home|55|29|26|3|0|Away|54|30|24|3|0|NBA
6252|201718|2|2018-03-11|MIN|GSW|2018|3|7|Home|68|34|34|2|0|Away|67|33|34|1|0|NBA
7229|201819|2|2019-01-16|LAC|UTA|2019|1|3|Home|44|23|21|1|0|Away|46|20|26|1|0|NBA
2747|201516|2|2015-11-11|DEN|MIL|2015|11|3|Home|8|4|4|1|0|Away|9|5|4|0|1|NBA
8458|201920|2|2020-01-11|DEN|CLE|2020|1|6|Home|38|20|18|2|0|Away|39|20|19|1|0|NBA
3813|201516|2|2016-04-08|NOP|LAL|2016|4|5|Home|79|39|40|1|0|Away|79|40|39|1|0|NBA
9321|202021|2|2021-02-02|BRK|LAC|2021|2|2|Home|23|14|9|1|0|Away|22|10|12|1|0|NBA
7314|201819|2|2019-01-28|LAC|ATL|2019|1|1|Home|51|26|25|0|1|Away|49|21|28|1|0|NBA
3732|201516|2|2016-03-28|MIN|PHO|2016|3|1|Home|74|37|37|1|0|Away|74|37|37|1|0|NBA
300|201314|2|2013-12-08|LAL|TOR|2013|12|7|Home|20|11|9|1|0|Away|19|9|10|1|0|NBA
4204|201617|2|2016-11-28|TOR|PHI|2016|11|1|Home|17|8|9|2|0|Away|18|12|6|0|1|NBA
10344|202122|2|2021-11-08|LAL|CHO|2021|11|1|Home|11|8|3|1|0|Away|12|4|8|0|1|NBA
3967|201617|2|2016-10-28|MIA|CHO|2016|10|5|Home|2|1|1|1|0|Away|2|0|2|1|0|NBA
4146|201617|2|2016-11-21|DET|HOU|2016|11|1|Home|15|7|8|1|0|Away|14|5|9|1|0|NBA
5677|201718|2|2017-12-15|IND|DET|2017|12|5|Home|29|16|13|1|0|Away|29|13|16|0|1|NBA
6879|201819|2|2018-11-28|NOP|WAS|2018|11|3|Home|22|11|11|1|0|Away|21|11|10|1|0|NBA
2201|201415|2|2015-03-01|SAC|POR|2015|3|7|Home|57|32|25|1|0|Away|58|31|27|1|0|NBA
2832|201516|2|2015-11-23|CHO|SAC|2015|11|1|Home|14|7|7|2|0|Away|15|9|6|1|0|NBA
8151|201920|2|2019-11-29|MEM|UTA|2019|11|5|Home|18|12|6|1|0|Away|19|9|10|1|0|NBA
6270|201718|2|2018-03-14|BOS|WAS|2018|3|3|Home|68|36|32|2|0|Away|69|34|35|0|1|NBA
7148|201819|2|2019-01-05|POR|HOU|2019|1|6|Home|40|22|18|0|1|Away|38|18|20|1|0|NBA
5979|201718|2|2018-01-27|ATL|WAS|2018|1|6|Home|49|25|24|0|1|Away|49|24|25|1|0|NBA
3831|201516|2|2016-04-10|SAS|GSW|2016|4|7|Home|80|40|40|1|0|Away|81|40|41|0|1|NBA
896|201314|2|2014-03-04|CLE|SAS|2014|3|2|Home|62|31|31|2|0|Away|60|29|31|1|0|NBA
5640|201718|2|2017-12-10|DET|BOS|2017|12|7|Home|26|12|14|1|0|Away|28|14|14|1|0|NBA
7751|201819|2|2019-04-05|HOU|NYK|2019|4|5|Home|80|40|40|1|0|Away|79|39|40|1|0|NBA
6167|201718|2|2018-02-28|ATL|IND|2018|2|3|Home|62|32|30|1|0|Away|61|32|29|1|0|NBA
5627|201718|2|2017-12-08|NOP|SAC|2017|12|5|Home|26|13|13|1|0|Away|25|10|15|1|0|NBA
6441|201718|2|2018-04-06|ORL|CHO|2018|4|5|Home|79|40|39|1|0|Away|80|40|40|2|0|NBA
11366|202122|2|2022-04-03|OKC|PHO|2022|4|7|Home|78|40|38|1|0|Away|78|39|39|1|0|NBA
9079|202021|2|2020-12-30|DAL|CHO|2020|12|3|Home|4|1|3|2|0|Away|4|2|2|2|0|NBA
5069|201617|2|2017-03-30|PHO|LAC|2017|3|4|Home|76|37|39|1|0|Away|77|37|40|0|1|NBA
7297|201819|2|2019-01-26|BOS|GSW|2019|1|6|Home|49|25|24|2|0|Away|49|24|25|1|0|NBA
5316|201718|2|2017-10-25|MIA|SAS|2017|10|3|Home|4|3|1|1|0|Away|4|2|2|1|0|NBA
9899|202021|2|2021-04-22|BOS|PHO|2021|4|4|Home|59|30|29|2|0|Away|58|31|27|0|1|NBA
4533|201617|2|2017-01-12|GSW|DET|2017|1|4|Home|40|21|19|1|0|Away|41|19|22|1|0|NBA
10880|202122|2|2022-01-22|CLE|OKC|2022|1|6|Home|47|22|25|2|0|Away|46|22|24|0|1|NBA
5334|201718|2|2017-10-28|LAC|DET|2017|10|6|Home|5|3|2|1|0|Away|6|3|3|2|0|NBA
3106|201516|2|2015-12-30|CHO|LAC|2015|12|3|Home|31|19|12|1|0|Away|33|16|17|1|0|NBA
8264|201920|2|2019-12-14|MIL|CLE|2019|12|6|Home|27|14|13|0|1|Away|26|13|13|1|0|NBA
274|201314|2|2013-12-04|POR|OKC|2013|12|3|Home|19|9|10|1|0|Away|17|9|8|0|1|NBA
517|201314|2|2014-01-07|SAC|POR|2014|1|2|Home|33|20|13|2|0|Away|35|17|18|2|0|NBA
9501|202021|2|2021-02-26|CHI|PHO|2021|2|5|Home|32|17|15|1|0|Away|32|17|15|1|0|NBA
7585|201819|2|2019-03-13|PHO|UTA|2019|3|3|Home|69|34|35|2|0|Away|67|33|34|1|0|NBA
1441|201415|2|2014-11-14|ATL|MIA|2014|11|5|Home|8|4|4|1|0|Away|9|5|4|1|0|NBA
4678|201617|2|2017-02-01|CLE|MIN|2017|2|3|Home|48|27|21|1|0|Away|49|26|23|1|0|NBA
6946|201819|2|2018-12-08|CHI|BOS|2018|12|6|Home|27|14|13|0|1|Away|25|10|15|1|0|NBA
3773|201516|2|2016-04-03|BRK|NOP|2016|4|7|Home|77|39|38|1|0|Away|76|38|38|2|0|NBA
459|201314|2|2013-12-31|BOS|ATL|2013|12|2|Home|31|17|14|2|0|Away|32|16|16|1|0|NBA
481|201314|2|2014-01-03|ATL|GSW|2014|1|5|Home|33|17|16|2|0|Away|35|15|20|0|1|NBA
1766|201415|2|2014-12-27|LAC|TOR|2014|12|6|Home|31|16|15|1|0|Away|30|17|13|3|0|NBA
1077|201314|2|2014-03-28|GSW|MEM|2014|3|5|Home|72|36|36|3|0|Away|72|37|35|1|0|NBA
805|201314|2|2014-02-19|PHO|BOS|2014|2|3|Home|53|27|26|0|1|Away|55|28|27|3|0|NBA
6635|201819|2|2018-10-26|HOU|LAC|2018|10|5|Home|5|3|2|1|0|Away|5|3|2|2|0|NBA
10015|202021|2|2021-05-06|LAC|LAL|2021|5|4|Home|67|35|32|1|0|Away|66|33|33|2|0|NBA
2864|201516|2|2015-11-27|NYK|MIA|2015|11|5|Home|17|8|9|1|0|Away|15|10|5|1|0|NBA
1149|201314|2|2014-04-06|IND|ATL|2014|4|7|Home|78|40|38|1|0|Away|76|37|39|1|0|NBA
986|201314|2|2014-03-16|MIA|HOU|2014|3|7|Home|64|32|32|1|0|Away|66|33|33|2|0|NBA
2210|201415|2|2015-03-03|CLE|BOS|2015|3|2|Home|62|32|30|1|0|Away|58|30|28|1|0|NBA
6419|201718|2|2018-04-03|NYK|ORL|2018|4|2|Home|78|38|40|2|0|Away|77|38|39|1|0|NBA
3692|201516|2|2016-03-23|HOU|UTA|2016|3|3|Home|72|35|37|0|1|Away|71|35|36|2|0|NBA
8174|201920|2|2019-12-02|MEM|IND|2019|12|1|Home|20|13|7|0|1|Away|20|11|9|1|0|NBA
1842|201415|2|2015-01-07|BRK|BOS|2015|1|3|Home|35|18|17|1|0|Away|33|19|14|1|0|NBA
5659|201718|2|2017-12-13|BOS|DEN|2017|12|3|Home|30|15|15|1|0|Away|28|12|16|0|1|NBA
4510|201617|2|2017-01-08|POR|DET|2017|1|7|Home|39|18|21|2|0|Away|39|19|20|2|0|NBA
5703|201718|2|2017-12-18|MIN|POR|2017|12|1|Home|31|17|14|1|0|Away|30|15|15|1|0|NBA
6446|201718|2|2018-04-07|CHI|BRK|2018|4|6|Home|80|40|40|0|1|Away|80|40|40|1|0|NBA
2819|201516|2|2015-11-21|CLE|ATL|2015|11|6|Home|13|7|6|1|0|Away|15|8|7|2|0|NBA
2292|201415|2|2015-03-13|POR|DET|2015|3|5|Home|63|34|29|1|0|Away|65|33|32|1|0|NBA
1252|201314|4|2014-04-25|WAS|CHI|2014|4|5|Home|85|42|43|2|0|Away|85|43|42|2|0|NBA
3566|201516|2|2016-03-06|TOR|HOU|2016|3|7|Home|61|30|31|1|0|Away|63|31|32|0|1|NBA
4132|201617|2|2016-11-19|LAC|CHI|2016|11|6|Home|14|8|6|0|1|Away|13|5|8|1|0|NBA
3778|201516|2|2016-04-03|LAL|BOS|2016|4|7|Home|76|39|37|3|0|Away|77|37|40|1|0|NBA
3291|201516|2|2016-01-23|SAC|IND|2016|1|6|Home|43|23|20|1|0|Away|44|19|25|0|1|NBA
729|201314|2|2014-02-05|NYK|POR|2014|2|3|Home|49|28|21|1|0|Away|49|24|25|1|0|NBA
4727|201617|2|2017-02-07|HOU|ORL|2017|2|2|Home|55|26|29|3|0|Away|54|25|29|2|0|NBA
1027|201314|2|2014-03-21|PHO|DET|2014|3|5|Home|69|37|32|1|0|Away|68|36|32|1|0|NBA
8070|201920|2|2019-11-18|DAL|SAS|2019|11|1|Home|13|7|6|1|0|Away|14|8|6|1|0|NBA
8485|201920|2|2020-01-15|DEN|CHO|2020|1|3|Home|40|22|18|2|0|Away|44|20|24|1|0|NBA
2689|201516|2|2015-11-03|SAC|MEM|2015|11|2|Home|4|3|1|2|0|Away|5|2|3|0|1|NBA
3467|201516|2|2016-02-22|MIL|LAL|2016|2|1|Home|57|25|32|1|0|Away|58|25|33|0|1|NBA
553|201314|2|2014-01-12|SAS|MIN|2014|1|7|Home|37|20|17|3|0|Away|37|18|19|1|0|NBA
6455|201718|2|2018-04-08|MEM|DET|2018|4|7|Home|80|41|39|1|0|Away|80|40|40|1|0|NBA
1266|201314|4|2014-04-29|OKC|MEM|2014|4|2|Home|87|44|43|2|0|Away|87|43|44|2|0|NBA
1649|201415|2|2014-12-12|BRK|PHI|2014|12|5|Home|21|11|10|1|0|Away|22|11|11|1|0|NBA
5073|201617|2|2017-03-31|CLE|PHI|2017|3|5|Home|75|37|38|0|1|Away|76|37|39|1|0|NBA
8237|201920|2|2019-12-11|CLE|HOU|2019|12|3|Home|24|13|11|1|0|Away|24|12|12|1|0|NBA
4448|201617|2|2016-12-31|CHO|CLE|2016|12|6|Home|34|18|16|1|0|Away|32|19|13|1|0|NBA
2369|201415|2|2015-03-23|IND|HOU|2015|3|1|Home|70|36|34|1|0|Away|70|36|34|1|0|NBA
3219|201516|2|2016-01-14|ORL|TOR|2016|1|4|Home|39|21|18|3|0|Away|40|17|23|3|0|NBA
5915|201718|2|2018-01-17|OKC|LAL|2018|1|3|Home|45|23|22|1|0|Away|44|23|21|1|0|NBA
10349|202122|2|2021-11-09|PHI|MIL|2021|11|2|Home|12|7|5|0|1|Away|11|5|6|1|0|NBA
3147|201516|2|2016-01-04|OKC|SAC|2016|1|1|Home|35|21|14|1|0|Away|34|18|16|1|0|NBA
5212|201617|4|2017-04-25|SAS|MEM|2017|4|2|Home|87|44|43|2|0|Away|87|43|44|2|0|NBA
9367|202021|2|2021-02-08|CHI|WAS|2021|2|1|Home|23|11|12|1|0|Away|21|9|12|0|1|NBA
1009|201314|2|2014-03-19|DEN|DET|2014|3|3|Home|68|34|34|1|0|Away|67|36|31|3|0|NBA
9209|202021|2|2021-01-17|DEN|UTA|2021|1|7|Home|13|8|5|2|0|Away|13|4|9|1|0|NBA
8179|201920|2|2019-12-03|DEN|LAL|2019|12|2|Home|18|11|7|2|0|Away|21|11|10|1|0|NBA
2611|201415|4|2015-05-14|CHI|CLE|2015|5|4|Home|94|47|47|1|0|Away|92|46|46|1|0|NBA
602|201314|2|2014-01-19|PHO|DEN|2014|1|7|Home|40|20|20|1|0|Away|40|20|20|1|0|NBA
4231|201617|2|2016-12-02|NOP|LAC|2016|12|5|Home|20|11|9|2|0|Away|21|9|12|0|1|NBA
1257|201314|4|2014-04-27|BRK|TOR|2014|4|7|Home|86|43|43|1|0|Away|86|43|43|1|0|NBA
8273|201920|2|2019-12-16|DET|WAS|2019|12|1|Home|27|14|13|1|0|Away|25|10|15|1|0|NBA
5424|201718|2|2017-11-10|BOS|CHO|2017|11|5|Home|13|6|7|1|0|Away|12|5|7|2|0|NBA
8778|201920|2|2020-03-01|NOP|LAL|2020|3|7|Home|60|30|30|1|0|Away|59|28|31|0|1|NBA
1338|201415|2|2014-10-30|MIN|DET|2014|10|4|Home|2|1|1|0|1|Away|2|0|2|0|1|NBA
6590|201819|2|2018-10-19|ORL|CHO|2018|10|5|Home|2|2|0|1|0|Away|2|1|1|1|0|NBA
9001|201920|4|2020-09-11|LAC|DEN|2020|9|5|Home|83|42|41|1|0|Away|85|43|42|1|0|NBA
256|201314|2|2013-12-02|CHI|NOP|2013|12|1|Home|16|6|10|1|0|Away|17|8|9|0|1|NBA
10984|202122|2|2022-02-05|LAL|NYK|2022|2|6|Home|54|29|25|1|0|Away|53|28|25|2|0|NBA
10394|202122|2|2021-11-15|DAL|DEN|2021|11|1|Home|13|7|6|2|0|Away|14|8|6|0|1|NBA
2887|201516|2|2015-11-30|LAC|POR|2015|11|1|Home|18|12|6|0|1|Away|18|8|10|1|0|NBA
1513|201415|2|2014-11-23|LAL|DEN|2014|11|7|Home|14|7|7|1|0|Away|13|6|7|1|0|NBA
9605|202021|2|2021-03-16|MIA|CLE|2021|3|2|Home|40|20|20|1|0|Away|39|19|20|1|0|NBA
3246|201516|2|2016-01-18|CHO|UTA|2016|1|1|Home|41|23|18|1|0|Away|41|21|20|1|0|NBA
7670|201819|2|2019-03-25|MEM|OKC|2019|3|1|Home|74|38|36|1|0|Away|74|35|39|2|0|NBA
1347|201415|2|2014-11-01|CHO|MEM|2014|11|6|Home|2|2|0|2|0|Away|3|1|2|0|1|NBA
11073|202122|2|2022-02-17|CHO|MIA|2022|2|4|Home|60|28|32|1|0|Away|59|26|33|1|0|NBA
5884|201718|2|2018-01-13|DAL|LAL|2018|1|6|Home|44|24|20|2|0|Away|42|23|19|1|0|NBA
1545|201415|2|2014-11-28|DEN|PHO|2014|11|5|Home|16|8|8|1|0|Away|17|8|9|1|0|NBA
1914|201415|2|2015-01-16|SAC|MIA|2015|1|5|Home|39|23|16|2|0|Away|40|19|21|1|0|NBA
797|201314|2|2014-02-18|PHI|CLE|2014|2|2|Home|55|27|28|3|0|Away|54|26|28|3|0|NBA
7184|201819|2|2019-01-10|DEN|LAC|2019|1|4|Home|40|20|20|1|0|Away|41|20|21|1|0|NBA
8412|201920|2|2020-01-04|WAS|DEN|2020|1|6|Home|35|16|19|0|1|Away|35|19|16|1|0|NBA
10182|202021|4|2021-06-27|ATL|MIL|2021|6|7|Home|87|42|45|1|0|Away|86|43|43|1|0|NBA
6090|201718|2|2018-02-11|HOU|DAL|2018|2|7|Home|55|28|27|1|0|Away|57|29|28|0|1|NBA
6108|201718|2|2018-02-14|BRK|IND|2018|2|3|Home|59|32|27|1|0|Away|58|31|27|2|0|NBA
7562|201819|2|2019-03-10|GSW|PHO|2019|3|7|Home|66|34|32|1|0|Away|68|33|35|0|1|NBA
7490|201819|2|2019-02-28|HOU|MIA|2019|2|4|Home|62|31|31|0|1|Away|61|30|31|0|1|NBA
10808|202122|2|2022-01-12|SAS|HOU|2022|1|3|Home|41|18|23|1|0|Away|43|20|23|1|0|NBA
10722|202122|2|2022-01-01|DET|SAS|2022|1|6|Home|34|17|17|2|0|Away|35|17|18|0|1|NBA
463|201314|2|2013-12-31|LAL|MIL|2013|12|2|Home|32|16|16|1|0|Away|31|15|16|2|0|NBA
6478|201718|2|2018-04-11|MIA|TOR|2018|4|3|Home|82|41|41|1|0|Away|82|41|41|1|0|NBA
10993|202122|2|2022-02-06|HOU|NOP|2022|2|7|Home|53|25|28|1|0|Away|53|24|29|1|0|NBA
8228|201920|2|2019-12-09|NOP|DET|2019|12|1|Home|24|13|11|1|0|Away|24|12|12|2|0|NBA
6991|201819|2|2018-12-14|DEN|OKC|2018|12|5|Home|28|14|14|3|0|Away|27|13|14|1|0|NBA
4402|201617|2|2016-12-25|LAL|LAC|2016|12|7|Home|34|14|20|1|0|Away|32|16|16|1|0|NBA
6239|201718|2|2018-03-09|SAC|ORL|2018|3|5|Home|66|33|33|1|0|Away|66|31|35|1|0|NBA
1022|201314|2|2014-03-21|DAL|DEN|2014|3|5|Home|70|34|36|1|0|Away|69|34|35|1|0|NBA
1919|201415|2|2015-01-17|BRK|WAS|2015|1|6|Home|41|22|19|0|1|Away|41|22|19|0|1|NBA
10042|202021|2|2021-05-10|ATL|WAS|2021|5|1|Home|69|33|36|3|0|Away|69|34|35|1|0|NBA
10380|202122|2|2021-11-13|LAC|MIN|2021|11|6|Home|12|8|4|1|0|Away|12|7|5|0|1|NBA
7210|201819|2|2019-01-13|ORL|HOU|2019|1|7|Home|43|23|20|0|1|Away|42|21|21|1|0|NBA
4894|201617|2|2017-03-08|ATL|BRK|2017|3|3|Home|64|33|31|1|0|Away|63|31|32|1|0|NBA
1356|201415|2|2014-11-01|UTA|PHO|2014|11|6|Home|3|2|1|1|0|Away|3|2|1|0|1|NBA
427|201314|2|2013-12-27|CHA|OKC|2013|12|5|Home|30|18|12|3|0|Away|29|14|15|1|0|NBA
4989|201617|2|2017-03-20|BOS|WAS|2017|3|1|Home|71|33|38|0|1|Away|70|37|33|1|0|NBA
1577|201415|2|2014-12-02|GSW|ORL|2014|12|2|Home|17|7|10|1|0|Away|20|7|13|1|0|NBA
4182|201617|2|2016-11-25|PHO|MIN|2016|11|5|Home|17|6|11|1|0|Away|15|7|8|1|0|NBA
2841|201516|2|2015-11-24|GSW|LAL|2015|11|2|Home|16|9|7|1|0|Away|14|6|8|1|0|NBA
4614|201617|2|2017-01-23|IND|NYK|2017|1|1|Home|44|22|22|1|0|Away|46|23|23|1|0|NBA
6162|201718|2|2018-02-27|CLE|BRK|2018|2|2|Home|60|30|30|1|0|Away|62|33|29|0|1|NBA
3183|201516|2|2016-01-09|ORL|WAS|2016|1|6|Home|38|20|18|0|1|Away|35|19|16|0|1|NBA
1270|201314|4|2014-05-01|ATL|IND|2014|5|4|Home|88|44|44|2|0|Away|88|44|44|2|0|NBA
995|201314|2|2014-03-17|CHA|ATL|2014|3|1|Home|68|34|34|0|1|Away|65|30|35|1|0|NBA
1595|201415|2|2014-12-05|BOS|LAL|2014|12|5|Home|17|11|6|1|0|Away|20|10|10|1|0|NBA
10641|202122|2|2021-12-19|MEM|POR|2021|12|7|Home|31|18|13|1|0|Away|31|18|13|1|0|NBA
1464|201415|2|2014-11-16|OKC|HOU|2014|11|7|Home|11|5|6|1|0|Away|10|4|6|1|0|NBA
1234|201314|4|2014-04-19|TOR|BRK|2014|4|6|Home|83|42|41|2|0|Away|83|41|42|2|0|NBA
5032|201617|2|2017-03-26|ATL|BRK|2017|3|7|Home|73|37|36|1|0|Away|73|37|36|1|0|NBA
4150|201617|2|2016-11-21|MIN|BOS|2016|11|1|Home|13|7|6|1|0|Away|14|6|8|1|0|NBA
5744|201718|2|2017-12-23|SAC|SAS|2017|12|6|Home|32|13|19|2|0|Away|34|17|17|1|0|NBA
3214|201516|2|2016-01-13|POR|UTA|2016|1|3|Home|41|19|22|2|0|Away|38|19|19|2|0|NBA
6950|201819|2|2018-12-08|LAC|MIA|2018|12|6|Home|25|11|14|2|0|Away|25|14|11|0|1|NBA
1211|201314|2|2014-04-14|TOR|MIL|2014|4|1|Home|81|41|40|0|1|Away|81|40|41|1|0|NBA
1374|201415|2|2014-11-04|POR|CLE|2014|11|2|Home|4|3|1|1|0|Away|3|1|2|3|0|NBA
4222|201617|2|2016-12-01|CHO|DAL|2016|12|4|Home|19|11|8|1|0|Away|18|7|11|0|1|NBA
143|201314|2|2013-11-16|NOP|PHI|2013|11|6|Home|10|5|5|2|0|Away|11|7|4|0|1|NBA
3421|201516|2|2016-02-10|CLE|LAL|2016|2|3|Home|52|26|26|1|0|Away|55|24|31|1|0|NBA
5708|201718|2|2017-12-19|WAS|NOP|2017|12|2|Home|31|15|16|1|0|Away|31|15|16|3|0|NBA
8426|201920|2|2020-01-06|WAS|BOS|2020|1|1|Home|36|17|19|1|0|Away|34|16|18|1|0|NBA
5776|201718|2|2017-12-29|CHI|IND|2017|12|5|Home|35|17|18|1|0|Away|36|19|17|1|0|NBA
3700|201516|2|2016-03-24|LAC|POR|2016|3|4|Home|71|35|36|0|1|Away|73|34|39|0|1|NBA
2472|201415|2|2015-04-06|BRK|POR|2015|4|1|Home|77|37|40|1|0|Away|77|39|38|1|0|NBA
7012|201819|2|2018-12-17|HOU|UTA|2018|12|1|Home|29|13|16|1|0|Away|31|11|20|1|0|NBA
2198|201415|2|2015-03-01|IND|PHI|2015|3|7|Home|59|28|31|1|0|Away|59|28|31|1|0|NBA
6789|201819|2|2018-11-16|PHI|UTA|2018|11|5|Home|17|8|9|1|0|Away|15|6|9|1|0|NBA
9678|202021|2|2021-03-25|SAS|LAC|2021|3|4|Home|42|23|19|0|1|Away|46|21|25|0|1|NBA
2760|201516|2|2015-11-13|DEN|HOU|2015|11|5|Home|9|5|4|1|0|Away|9|5|4|1|0|NBA
931|201314|2|2014-03-08|SAS|ORL|2014|3|6|Home|62|31|31|1|0|Away|64|31|33|2|0|NBA
8098|201920|2|2019-11-22|DET|ATL|2019|11|5|Home|15|7|8|1|0|Away|15|7|8|1|0|NBA
963|201314|2|2014-03-12|TOR|DET|2014|3|3|Home|63|31|32|1|0|Away|65|35|30|0|1|NBA
11262|202122|2|2022-03-20|SAC|PHO|2022|3|7|Home|73|39|34|1|0|Away|72|38|34|1|0|NBA
8999|201920|4|2020-09-09|DEN|LAC|2020|9|3|Home|84|43|41|1|0|Away|82|41|41|1|0|NBA
2724|201516|2|2015-11-08|CLE|IND|2015|11|7|Home|7|4|3|1|0|Away|7|4|3|1|0|NBA
7738|201819|2|2019-04-03|MIA|BOS|2019|4|3|Home|78|40|38|1|0|Away|79|40|39|1|0|NBA
8192|201920|2|2019-12-04|ORL|PHO|2019|12|3|Home|21|12|9|0|1|Away|20|12|8|1|0|NBA
4998|201617|2|2017-03-21|LAL|LAC|2017|3|2|Home|71|34|37|1|0|Away|72|34|38|0|1|NBA
9925|202021|2|2021-04-25|POR|MEM|2021|4|7|Home|60|32|28|1|0|Away|59|29|30|1|0|NBA
10457|202122|2|2021-11-23|LAC|DAL|2021|11|2|Home|18|12|6|1|0|Away|17|7|10|1|0|NBA
7972|201920|2|2019-11-04|MEM|HOU|2019|11|1|Home|6|4|2|1|0|Away|7|3|4|0|1|NBA
4137|201617|2|2016-11-19|PHI|PHO|2016|11|6|Home|13|8|5|1|0|Away|14|5|9|0|1|NBA
9385|202021|2|2021-02-10|DEN|CLE|2021|2|3|Home|24|12|12|1|0|Away|26|14|12|1|0|NBA
5802|201718|2|2018-01-01|MIN|LAL|2018|1|1|Home|38|19|19|0|1|Away|36|18|18|0|1|NBA
9330|202021|2|2021-02-03|CLE|LAC|2021|2|3|Home|22|12|10|1|0|Away|23|10|13|0|1|NBA
5820|201718|2|2018-01-03|WAS|NYK|2018|1|3|Home|38|19|19|2|0|Away|38|22|16|0|1|NBA
7341|201819|2|2019-02-01|UTA|ATL|2019|2|5|Home|53|25|28|1|0|Away|51|21|30|1|0|NBA
2256|201415|2|2015-03-09|ATL|SAC|2015|3|1|Home|63|34|29|1|0|Away|62|32|30|1|0|NBA
5398|201718|2|2017-11-05|POR|OKC|2017|11|7|Home|10|6|4|2|0|Away|9|4|5|1|0|NBA
4853|201617|2|2017-03-02|PHO|CHO|2017|3|4|Home|61|29|32|1|0|Away|61|29|32|1|0|NBA
8494|201920|2|2020-01-16|LAC|ORL|2020|1|4|Home|42|23|19|1|0|Away|42|21|21|0|1|NBA
5997|201718|2|2018-01-29|MEM|PHO|2018|1|1|Home|49|28|21|2|0|Away|51|25|26|0|1|NBA
10934|202122|2|2022-01-29|NOP|BOS|2022|1|6|Home|49|24|25|0|1|Away|51|26|25|0|1|NBA
530|201314|2|2014-01-10|ATL|HOU|2014|1|5|Home|37|19|18|1|0|Away|37|20|17|1|0|NBA
1130|201314|2|2014-04-04|CHA|ORL|2014|4|5|Home|76|39|37|1|0|Away|76|37|39|1|0|NBA
431|201314|2|2013-12-27|NYK|TOR|2013|12|5|Home|29|16|13|1|0|Away|27|12|15|3|0|NBA
4560|201617|2|2017-01-16|GSW|CLE|2017|1|1|Home|41|22|19|3|0|Away|40|21|19|2|0|NBA
1450|201415|2|2014-11-14|PHO|CHO|2014|11|5|Home|9|7|2|1|0|Away|9|4|5|2|0|NBA
9975|202021|2|2021-05-01|OKC|IND|2021|5|6|Home|64|32|32|1|0|Away|63|30|33|1|0|NBA
4|201314|2|2013-10-30|CLE|BRK|2013|10|3|Home|1|1|0|-1|-1|Away|1|0|1|-1|-1|NBA
7143|201819|2|2019-01-05|CLE|NOP|2019|1|6|Home|40|21|19|0|1|Away|40|19|21|2|0|NBA
6234|201718|2|2018-03-09|LAC|CLE|2018|3|5|Home|64|33|31|2|0|Away|65|33|32|1|0|NBA
977|201314|2|2014-03-14|TOR|MEM|2014|3|5|Home|64|32|32|1|0|Away|65|34|31|1|0|NBA
224|201314|2|2013-11-27|MIN|DEN|2013|11|3|Home|17|9|8|1|0|Away|14|7|7|1|0|NBA
9641|202021|2|2021-03-21|CLE|TOR|2021|3|7|Home|42|22|20|1|0|Away|42|18|24|1|0|NBA
6810|201819|2|2018-11-19|MEM|DAL|2018|11|1|Home|16|8|8|0|1|Away|16|8|8|1|0|NBA
6347|201718|2|2018-03-24|ORL|PHO|2018|3|6|Home|73|36|37|1|0|Away|74|36|38|0|1|NBA
3188|201516|2|2016-01-10|HOU|IND|2016|1|7|Home|38|21|17|2|0|Away|37|17|20|1|0|NBA
2337|201415|2|2015-03-19|PHO|NOP|2015|3|4|Home|69|35|34|3|0|Away|68|35|33|1|0|NBA
193|201314|2|2013-11-23|MIA|ORL|2013|11|6|Home|13|8|5|2|0|Away|12|7|5|2|0|NBA
7440|201819|2|2019-02-22|ATL|DET|2019|2|5|Home|59|27|32|3|0|Away|57|30|27|3|0|NBA
3223|201516|2|2016-01-15|BOS|PHO|2016|1|5|Home|40|21|19|1|0|Away|41|20|21|2|0|NBA
4173|201617|2|2016-11-25|DEN|OKC|2016|11|5|Home|16|8|8|1|0|Away|17|10|7|1|0|NBA
1874|201415|2|2015-01-10|PHI|IND|2015|1|6|Home|36|17|19|0|1|Away|39|17|22|0|1|NBA
1518|201415|2|2014-11-24|CLE|ORL|2014|11|1|Home|13|7|6|1|0|Away|16|6|10|1|0|NBA
5730|201718|2|2017-12-22|MIA|DAL|2017|12|5|Home|32|14|18|1|0|Away|33|18|15|1|0|NBA
4583|201617|2|2017-01-19|MIA|DAL|2017|1|4|Home|43|20|23|1|0|Away|42|19|23|1|0|NBA
7391|201819|2|2019-02-08|WAS|CLE|2019|2|5|Home|55|28|27|1|0|Away|55|27|28|2|0|NBA
10281|202122|2|2021-10-30|WAS|BOS|2021|10|6|Home|6|3|3|1|0|Away|6|2|4|2|0|NBA
7558|201819|2|2019-03-09|POR|PHO|2019|3|6|Home|66|34|32|1|0|Away|67|33|34|2|0|NBA
6649|201819|2|2018-10-27|SAS|LAL|2018|10|6|Home|5|3|2|2|0|Away|6|3|3|1|0|NBA
4470|201617|2|2017-01-03|LAL|MEM|2017|1|2|Home|38|18|20|1|0|Away|37|20|17|2|0|NBA
